	adserver_id	day	label	c_25p	c_100p	c_start	c_adblock	c_error
264	4	2015-06-21	StickyAds	1466.0	921.0	3172.0	23188.0	4160.0
265	4	2015-06-22	StickyAds	1743.0	1043.0	4976.0	31938.0	16069.0
266	4	2015-06-23	StickyAds	2579.0	1556.0	6167.0	37053.0	23791.0
267	4	2015-06-24	StickyAds	3822.0	2293.0	6341.0	44663.0	24716.0
268	4	2015-06-25	StickyAds	3915.0	2490.0	6123.0	50967.0	18018.0
269	4	2015-06-26	StickyAds	4067.0	2601.0	6972.0	55103.0	16022.0
270	4	2015-06-27	StickyAds	3680.0	2329.0	6070.0	37867.0	7732.0
271	4	2015-06-28	StickyAds	1667.0	1101.0	3083.0	38431.0	5615.0
272	4	2015-06-29	StickyAds	2568.0	1679.0	4422.0	48607.0	26643.0
273	4	2015-06-30	StickyAds	1629.0	1027.0	2726.0	48838.0	20044.0
274	4	2015-07-01	StickyAds	5294.0	3260.0	8315.0	45311.0	22596.0
275	4	2015-07-02	StickyAds	10408.0	6688.0	14930.0	51320.0	16805.0
276	4	2015-07-03	StickyAds	11199.0	6801.0	15926.0	50360.0	22039.0
277	4	2015-07-04	StickyAds	11023.0	6887.0	14912.0	47808.0	23949.0
278	4	2015-07-05	StickyAds	11184.0	6609.0	15158.0	55959.0	16916.0
279	4	2015-07-06	StickyAds	8439.0	5317.0	11367.0	66431.0	70681.0
280	4	2015-07-07	StickyAds	7230.0	4729.0	10025.0	70915.0	72902.0
281	4	2015-07-08	StickyAds	5011.0	3331.0	6718.0	62949.0	67587.0
282	4	2015-07-09	StickyAds	5348.0	3472.0	7553.0	59881.0	64205.0
283	4	2015-07-10	StickyAds	1043.0	666.0	1458.0	12265.0	18017.0
284	5	2015-05-01	StickyAds	1950.0	1228.0	4939.0	5050.0	2209.0
285	5	2015-05-02	StickyAds	2144.0	1344.0	5234.0	4244.0	792.0
286	5	2015-05-03	StickyAds	1654.0	1031.0	4152.0	4867.0	2685.0
287	5	2015-05-04	StickyAds	1036.0	657.0	2524.0	4774.0	4399.0
288	5	2015-05-05	StickyAds	169.0	119.0	250.0	2992.0	7093.0
289	5	2015-05-06	StickyAds	138.0	89.0	198.0	4675.0	6495.0
290	5	2015-05-07	StickyAds	108.0	86.0	148.0	4810.0	3868.0
291	5	2015-05-08	StickyAds	32.0	24.0	45.0	4387.0	251.0
292	5	2015-05-09	StickyAds	26.0	20.0	24.0	4759.0	183.0
293	5	2015-05-10	StickyAds	22.0	14.0	21.0	4103.0	349.0
294	5	2015-05-11	StickyAds	53.0	39.0	71.0	4980.0	6380.0
295	5	2015-05-12	StickyAds	220.0	143.0	289.0	3449.0	7594.0
296	5	2015-05-13	StickyAds	180.0	119.0	252.0	3854.0	7692.0
297	5	2015-05-14	StickyAds	96.0	70.0	136.0	3808.0	7676.0
298	5	2015-05-15	StickyAds	191.0	144.0	254.0	3467.0	8129.0
299	5	2015-05-16	StickyAds	80.0	50.0	119.0	2696.0	8126.0
300	5	2015-05-17	StickyAds	59.0	41.0	83.0	2220.0	7740.0
301	5	2015-05-18	StickyAds	51.0	35.0	77.0	1602.0	7236.0
302	5	2015-05-19	StickyAds	45.0	26.0	59.0	968.0	5495.0
303	5	2015-05-20	StickyAds	574.0	399.0	802.0	591.0	2026.0
304	5	2015-05-21	StickyAds	1318.0	662.0	1533.0	1451.0	81164.0
305	5	2015-05-22	StickyAds	1823.0	1227.0	1826.0	2513.0	142166.0
306	5	2015-05-23	StickyAds	929.0	679.0	909.0	1618.0	123438.0
307	5	2015-05-24	StickyAds	2173.0	1475.0	2441.0	1390.0	109730.0
308	5	2015-05-25	StickyAds	2857.0	1815.0	3634.0	1340.0	120563.0
309	5	2015-05-26	StickyAds	2822.0	1862.0	3154.0	1401.0	135004.0
310	5	2015-05-27	StickyAds	734.0	516.0	964.0	1053.0	66271.0
311	5	2015-05-28	StickyAds	2138.0	1703.0	2525.0	2238.0	1084.0
312	5	2015-05-29	StickyAds	1623.0	1267.0	1925.0	1654.0	887.0
313	5	2015-05-30	StickyAds	698.0	573.0	817.0	1003.0	942.0
314	5	2015-05-31	StickyAds	479.0	381.0	504.0	663.0	1550.0
315	5	2015-06-01	StickyAds	451.0	337.0	544.0	933.0	993.0
316	5	2015-06-02	StickyAds	401.0	280.0	544.0	3600.0	1000.0
317	5	2015-06-03	StickyAds	407.0	288.0	594.0	3943.0	520.0
318	5	2015-06-04	StickyAds	316.0	213.0	870.0	4351.0	269.0
319	5	2015-06-05	StickyAds	352.0	265.0	744.0	4261.0	406.0
320	5	2015-06-06	StickyAds	375.0	278.0	743.0	3421.0	701.0
321	5	2015-06-07	StickyAds	305.0	211.0	685.0	2776.0	952.0
322	5	2015-06-08	StickyAds	2662.0	823.0	4560.0	10263.0	8019.0
323	5	2015-06-09	StickyAds	5367.0	1291.0	9864.0	18582.0	4834.0
324	5	2015-06-10	StickyAds	4536.0	1923.0	7249.0	17886.0	7775.0
325	5	2015-06-11	StickyAds	5515.0	2173.0	8811.0	18803.0	12523.0
326	5	2015-06-12	StickyAds	7130.0	2840.0	11422.0	19942.0	11677.0
327	5	2015-06-13	StickyAds	6494.0	2700.0	10413.0	16286.0	7455.0
328	5	2015-06-14	StickyAds	5155.0	2329.0	7841.0	17307.0	10529.0
329	5	2015-06-15	StickyAds	2335.0	1232.0	3474.0	22416.0	22983.0
330	5	2015-06-16	StickyAds	1418.0	1024.0	2278.0	21638.0	14741.0
331	5	2015-06-17	StickyAds	1035.0	791.0	1622.0	20297.0	7504.0
332	5	2015-06-18	StickyAds	1609.0	1134.0	2674.0	20769.0	10046.0
333	5	2015-06-19	StickyAds	1031.0	811.0	1602.0	19042.0	6628.0
334	5	2015-06-20	StickyAds	999.0	794.0	1514.0	16022.0	5425.0
335	5	2015-06-21	StickyAds	1796.0	1499.0	2408.0	16720.0	9129.0
336	5	2015-06-22	StickyAds	1757.0	1289.0	2982.0	23062.0	34483.0
337	5	2015-06-23	StickyAds	3288.0	2289.0	5294.0	22574.0	41987.0
338	5	2015-06-24	StickyAds	3469.0	2339.0	5261.0	22132.0	29513.0
339	5	2015-06-25	StickyAds	2827.0	2057.0	4457.0	22018.0	7979.0
340	5	2015-06-26	StickyAds	3080.0	2158.0	5416.0	20928.0	6418.0
341	5	2015-06-27	StickyAds	3089.0	2243.0	5145.0	18253.0	3143.0
342	5	2015-06-28	StickyAds	3019.0	2204.0	5768.0	18185.0	1881.0
343	5	2015-06-29	StickyAds	2120.0	1550.0	3362.0	24764.0	38877.0
344	5	2015-06-30	StickyAds	2242.0	1697.0	3357.0	25459.0	44423.0
345	5	2015-07-01	StickyAds	5246.0	3800.0	6846.0	25148.0	31996.0
346	5	2015-07-02	StickyAds	1578.0	1176.0	2159.0	23952.0	6991.0
347	5	2015-07-03	StickyAds	978.0	704.0	1336.0	21832.0	3455.0
348	5	2015-07-04	StickyAds	518.0	392.0	665.0	17817.0	2523.0
349	5	2015-07-05	StickyAds	612.0	451.0	791.0	18281.0	2052.0
350	5	2015-07-06	StickyAds	2500.0	1879.0	3065.0	23298.0	46845.0
351	5	2015-07-07	StickyAds	1035.0	775.0	1400.0	10603.0	19277.0
352	5	2015-07-08	StickyAds	306.0	220.0	505.0	1567.0	2304.0
353	5	2015-07-09	StickyAds	233.0	153.0	337.0	1367.0	2170.0
354	5	2015-07-10	StickyAds	45.0	25.0	67.0	230.0	454.0
355	7	2015-05-01	StickyAds	82.0	55.0	220.0	6336.0	699.0
356	7	2015-05-02	StickyAds	55.0	42.0	140.0	4405.0	601.0
357	7	2015-05-03	StickyAds	78.0	52.0	143.0	5861.0	574.0
358	7	2015-05-04	StickyAds	59.0	44.0	175.0	7334.0	1917.0
359	7	2015-05-05	StickyAds	57.0	41.0	73.0	9087.0	3110.0
360	7	2015-05-06	StickyAds	76.0	48.0	94.0	10093.0	4158.0
361	7	2015-05-07	StickyAds	68.0	47.0	94.0	9328.0	3230.0
362	7	2015-05-08	StickyAds	56.0	39.0	65.0	10530.0	868.0
363	7	2015-05-09	StickyAds	36.0	23.0	45.0	9687.0	620.0
364	7	2015-05-10	StickyAds	24.0	18.0	32.0	9655.0	891.0
365	7	2015-05-11	StickyAds	106.0	71.0	146.0	12176.0	9508.0
366	7	2015-05-12	StickyAds	101.0	71.0	130.0	7293.0	4342.0
367	7	2015-05-13	StickyAds	103.0	75.0	132.0	8263.0	5597.0
368	7	2015-05-14	StickyAds	49.0	32.0	62.0	6981.0	5317.0
369	7	2015-05-15	StickyAds	109.0	83.0	137.0	8851.0	6519.0
370	7	2015-05-16	StickyAds	56.0	38.0	76.0	7756.0	4856.0
371	7	2015-05-17	StickyAds	48.0	31.0	55.0	8487.0	6480.0
372	7	2015-05-18	StickyAds	106.0	63.0	127.0	6655.0	7107.0
373	7	2015-05-19	StickyAds	65.0	41.0	96.0	7280.0	4965.0
374	7	2015-05-20	StickyAds	354.0	234.0	478.0	9359.0	3367.0
375	7	2015-05-21	StickyAds	253.0	163.0	347.0	7398.0	1481.0
376	7	2015-05-22	StickyAds	225.0	134.0	281.0	6902.0	3035.0
377	7	2015-05-23	StickyAds	431.0	236.0	582.0	5345.0	1998.0
378	7	2015-05-24	StickyAds	645.0	394.0	873.0	5527.0	920.0
379	7	2015-05-25	StickyAds	1234.0	779.0	1565.0	6572.0	722.0
380	7	2015-05-26	StickyAds	760.0	498.0	1040.0	5880.0	829.0
381	7	2015-05-27	StickyAds	992.0	712.0	1243.0	5944.0	990.0
382	7	2015-05-28	StickyAds	321.0	209.0	417.0	5635.0	412.0
383	7	2015-05-29	StickyAds	170.0	113.0	222.0	4698.0	299.0
384	7	2015-05-30	StickyAds	61.0	36.0	73.0	3774.0	223.0
385	7	2015-05-31	StickyAds	20.0	18.0	25.0	2402.0	198.0
386	7	2015-06-01	StickyAds	132.0	114.0	188.0	2823.0	222.0
387	7	2015-06-02	StickyAds	173.0	121.0	278.0	5237.0	206.0
388	7	2015-06-03	StickyAds	153.0	106.0	239.0	6431.0	209.0
389	7	2015-06-04	StickyAds	155.0	90.0	472.0	5750.0	243.0
390	7	2015-06-05	StickyAds	147.0	88.0	324.0	5864.0	154.0
391	7	2015-06-06	StickyAds	94.0	61.0	155.0	4783.0	104.0
392	7	2015-06-07	StickyAds	146.0	81.0	251.0	5209.0	157.0
393	7	2015-06-08	StickyAds	183.0	119.0	364.0	5819.0	328.0
394	7	2015-06-09	StickyAds	247.0	156.0	572.0	7676.0	198.0
395	7	2015-06-10	StickyAds	437.0	261.0	860.0	8784.0	685.0
396	7	2015-06-11	StickyAds	641.0	393.0	1198.0	7321.0	1122.0
397	7	2015-06-12	StickyAds	696.0	415.0	1469.0	6926.0	1260.0
398	7	2015-06-13	StickyAds	477.0	314.0	1097.0	7785.0	942.0
399	7	2015-06-14	StickyAds	489.0	385.0	1107.0	9625.0	1504.0
400	7	2015-06-15	StickyAds	378.0	281.0	776.0	11424.0	2833.0
401	7	2015-06-16	StickyAds	165.0	96.0	461.0	11887.0	1406.0
402	7	2015-06-17	StickyAds	260.0	149.0	606.0	10508.0	911.0
403	7	2015-06-18	StickyAds	173.0	109.0	341.0	11283.0	1419.0
404	7	2015-06-19	StickyAds	179.0	132.0	308.0	12084.0	3565.0
405	7	2015-06-20	StickyAds	308.0	236.0	537.0	16328.0	7106.0
406	7	2015-06-21	StickyAds	849.0	624.0	1236.0	17654.0	12850.0
407	7	2015-06-22	StickyAds	526.0	379.0	1111.0	23230.0	31262.0
408	7	2015-06-23	StickyAds	787.0	521.0	1634.0	28786.0	35078.0
409	7	2015-06-24	StickyAds	814.0	581.0	1367.0	23516.0	27971.0
410	7	2015-06-25	StickyAds	786.0	594.0	1049.0	24284.0	24659.0
411	7	2015-06-26	StickyAds	761.0	536.0	971.0	22219.0	18259.0
412	7	2015-06-27	StickyAds	780.0	577.0	983.0	18805.0	10405.0
413	7	2015-06-28	StickyAds	354.0	275.0	439.0	20731.0	9904.0
414	7	2015-06-29	StickyAds	593.0	434.0	815.0	25225.0	31549.0
415	7	2015-06-30	StickyAds	473.0	331.0	680.0	25489.0	29097.0
416	7	2015-07-01	StickyAds	1433.0	969.0	2008.0	26153.0	21022.0
417	7	2015-07-02	StickyAds	677.0	480.0	934.0	32168.0	16001.0
418	7	2015-07-03	StickyAds	1792.0	1235.0	2361.0	31442.0	22120.0
419	7	2015-07-04	StickyAds	602.0	418.0	817.0	26045.0	20622.0
420	7	2015-07-05	StickyAds	554.0	367.0	749.0	29030.0	17866.0
421	7	2015-07-06	StickyAds	1193.0	816.0	1555.0	34794.0	58220.0
422	7	2015-07-07	StickyAds	1345.0	916.0	1761.0	38507.0	60473.0
423	7	2015-07-08	StickyAds	1606.0	1097.0	2133.0	34122.0	63257.0
424	7	2015-07-09	StickyAds	1520.0	1031.0	2143.0	32310.0	66804.0
425	7	2015-07-10	StickyAds	526.0	359.0	692.0	9932.0	23977.0
426	8	2015-05-01	StickyAds	6614.0	4504.0	11661.0	74669.0	18987.0
