id,job,lat,lng,place,cost,supplydemand
1,Tester,12.9147236343,77.6163482666,BTMLayout,595,10
1,Tester,12.9861586136,77.5530052185,Rajajinagar,893,1
1,Tester,13.0781406098,77.5960922241,Jakkur,840,1
1,Tester,12.8333933969,77.5887107849,BannerghattaRoad,896,1
1,Tester,12.9881658579,77.5873374939,Seshadripuram,540,10
1,Tester,12.9885840317,77.6048469543,Shivajinagar,676,11
1,Tester,12.9443373401,77.6002120972,WilsonGarden,564,10
1,Tester,12.9297818899,77.6214981079,Koramangala,558,10
1,Tester,13.0266349022,77.6356601715,Kammanahalli,837,1
1,Tester,13.0353314238,77.5988388062,Hebbal,927,1
1,Tester,13.0166000747,77.5212478638,Laggere,760,11
1,Tester,12.9488543761,77.5457954407,Banashankari,628,10
1,Tester,12.945341133,77.5023651123,JnanaBharathi,727,11
1,Tester,12.995191085,77.5447654724,Basaveshwaranagar,613,10
1,Tester,12.9647469996,77.7232933044,Brookefield,805,1
1,Tester,12.9737802491,77.5868225098,SanjeeviniNagar,685,11
1,Tester,12.9976164149,77.6039886475,BensonTown,659,11
1,Tester,12.9297400627,77.5709867477,Basavangudi,918,1
1,Tester,13.0292271666,77.5456237793,Yeshwanthpur,817,1
1,Tester,12.9583482495,77.6679754257,Vimanapura,644,10
1,Tester,13.1018831282,77.599697113,Yelahanka,506,10
1,Tester,12.9475996521,77.606306076,Adugodi,943,1
1,Tester,13.0010452891,77.7262973785,Kadugodi,813,1
1,Tester,13.03733827,77.6517105103,Hennur,763,11
1,Tester,12.9060228951,77.5597000122,KumaraswamyLayout,599,10
1,Tester,12.9890022048,77.5219345093,Kamakshipalya,798,11
1,Tester,12.905813739,77.6628255844,HaralurRoad,916,1
1,Tester,13.0181889494,77.6450157166,Banaswadi,700,11
2,Engineer,13.0254223821,77.6407241821,KalyanNagar,730,10
2,Engineer,13.0045159307,77.5982379913,Jayamahal,970,1
2,Engineer,12.9253481646,77.4841690063,Kengeri,975,1
2,Engineer,12.9737802491,77.5948905945,KasturbaRoad,628,10
2,Engineer,12.9821858949,77.5864362717,KumaraParkEast,699,10
2,Engineer,13.1393732508,77.5690984726,DoddaballapuraMainRoad,1008,1
2,Engineer,12.9318732425,77.5670814514,Thyagarajanagar,937,1
2,Engineer,12.5451801735,77.4165344238,Kanakapura,870,11
2,Engineer,12.97217018,77.5766944885,BVKIyengarRoad,642,10
2,Engineer,12.9709364837,77.5320625305,Vijayanagar,623,10
2,Engineer,12.9595192748,77.5933027267,K.HRoad,931,11
2,Engineer,12.95688446,77.704668045,VarthurRoad,736,10
2,Engineer,12.9889185703,77.5822520256,CrescentRoad,999,1
2,Engineer,12.8578705482,77.7862930298,Sarjapur,774,11
2,Engineer,13.0085301061,77.6304674149,Lingarajapuram,872,11
2,Engineer,12.9747421035,77.6011991501,St.MarksRoad,1032,1
2,Engineer,12.9737802491,77.6434707642,HAL2ndStage,766,10
2,Engineer,12.9606066506,77.5814151764,Kalasipalyam,717,10
2,Engineer,12.9744493656,77.5778532028,KempegowdaRoad,901,11
2,Engineer,13.0105789831,77.5827884674,Sadhashivnagar,670,10
2,Engineer,12.9737802491,77.5868225098,AshokNagar,773,11
2,Engineer,12.8988278244,77.5406455994,Subramanyapura,740,10
2,Engineer,12.9682599689,77.5963068008,LavelleRoad,824,11
2,Engineer,12.9781712935,77.6153182983,DickensonRoad,793,11
2,Engineer,12.9617672099,77.6145994663,AustinTown,993,1
2,Engineer,13.0417699978,77.5734329224,Nagashettyhalli,1065,1
2,Engineer,12.9737802491,77.5868225098,CookeTown,602,10
2,Engineer,12.9737802491,77.5868225098,Kaggalipura,1011,1
2,Engineer,12.9876640483,77.5651931763,Srirampuram,1078,1
2,Engineer,12.903178357,77.7114486694,Carmelram,617,10
2,Engineer,12.9662525639,77.6259613037,AirportRoad,1067,1
2,Engineer,12.9737802491,77.5868225098,Bidadi,834,11
2,Engineer,12.9534549766,77.6199531555,Viveknagar,1094,1
2,Engineer,12.9653115873,77.6176357269,VictoriaRoad,617,10
2,Engineer,13.0503823736,77.5123214722,Dasarahalli,820,11
2,Engineer,12.98640952,77.59557724,CunninghamRoad,873,11
2,Engineer,12.9741984471,77.5787115097,K.GCircle,935,1
2,Engineer,12.9133850788,77.5876808167,JPNagar,1055,1
2,Engineer,12.9703928189,77.6110696793,MagrathRoad,850,11
2,Engineer,12.9112099107,77.6348876953,HSRLayout,1088,1
2,Engineer,13.0349551383,77.5296163559,TumkurRoad,730,10
2,Engineer,12.946010326,77.5767588615,KanakapuraMainRoad,957,1
2,Engineer,13.0223701502,77.602250576,Sultanpalya,810,11
2,Engineer,12.9737802491,77.5868225098,MysoreRoad,655,10
2,Engineer,12.9692218447,77.5951051712,VittalMallyaRoad,968,1
2,Engineer,12.9391091871,77.696814537,Kadubeesanahalli,893,11
2,Engineer,12.8974055185,77.6106834412,Bilekahalli,634,10
2,Engineer,13.0761340949,77.5078582764,Chikkabanavara,776,11
2,Engineer,12.9261010669,77.6083660126,BalajiNagar,752,10
2,Engineer,12.9684272519,77.6544570923,HAL3rdStage,758,10
2,Engineer,13.0390942471,77.4902629852,Nagasandra,977,1
2,Engineer,12.9804295147,77.6042890549,InfantryRoad,731,10
2,Engineer,12.8442724252,77.6700782776,ElectronicCity,1030,1
2,Engineer,12.9543750866,77.509059906,BangaloreUniversity,852,11
2,Engineer,13.0022161134,77.5744628906,Vyalikaval,1015,1
2,Engineer,12.9635759988,77.6371192932,Domlur,648,10
2,Engineer,13.0056449241,77.5802135468,SankeyRoad,783,11
2,Engineer,13.0646381226,77.5862216949,SahakaraNagar,694,10
2,Engineer,13.0405157433,77.5658798218,RMV2ndStage,881,11
2,Engineer,13.0381326422,77.5624895096,DollarsColony,891,11
2,Engineer,12.9597283859,77.655916214,HALAirportRoad,909,11
2,Engineer,12.9812240692,77.5973796844,QueensRoad,768,11
2,Engineer,12.9300328532,77.5577259064,Kathriguppe,900,11
2,Engineer,12.9737802491,77.5868225098,TanneryRoad,662,10
2,Engineer,13.0264676584,77.5717163086,NewBELRoad,846,11
2,Engineer,12.9844858977,77.661151886,CVRamanNagar,1032,1
2,Engineer,13.070365274,77.7888679504,Hoskote,1030,1
2,Engineer,13.03733827,77.7303314209,Virgonagar,903,11
2,Engineer,13.0383416871,77.582359314,Sanjaynagar,887,11
2,Engineer,12.9824786237,77.5768661499,Gandhinagar,999,1
2,Engineer,12.957783646,77.576469183,DispensaryRoad,792,11
2,Engineer,13.0215339157,77.5881099701,GangaNagar,1020,1
2,Engineer,12.9737802491,77.5868225098,DJHalli,600,10
2,Engineer,12.9737802491,77.5868225098,K.GNagar,971,1
2,Engineer,13.2967523618,77.5511169434,Rajkunte,1009,1
2,Engineer,12.9737802491,77.5868225098,KumaraKrupa,612,10
2,Engineer,12.9737802491,77.5868225098,Chamarajpet,1051,1
2,Engineer,13.0160983226,77.6466464996,HRBRLayout,733,10
2,Engineer,12.9643287856,77.5783038139,K.RMarket,630,10
2,Engineer,12.9522002758,77.5777244568,VVPuram,711,10
2,Engineer,12.9601466076,77.657289505,Murugeshpalya,801,11
2,Engineer,12.9721074498,77.5142097473,Nagarbhavi,873,11
2,Engineer,12.9745748248,77.6076793671,BrigadeRoad,798,11
2,Engineer,12.9743657261,77.6130008698,M.GRoad,822,11
2,Engineer,12.9960274083,77.5748920441,PalaceGuttahalli,605,10
2,Engineer,12.9996026588,77.6000833511,NandidurgaRoad,792,11
2,Engineer,12.9267703115,77.6498222351,Bellandur,1073,1
2,Engineer,12.9629904963,77.5998687744,LangfordGardens,882,11
2,Engineer,12.9543750866,77.5979804993,Shanthinagar,1071,1
2,Engineer,13.0058958108,77.6576328278,KasturiNagar,956,1
2,Engineer,12.9604811844,77.6465606689,Kodihalli,858,11
2,Engineer,12.9737802491,77.5868225098,HaudinRoad,927,11
2,Engineer,12.9319987231,77.5737333298,KRRoad,616,10
2,Engineer,12.9813077064,77.6117134094,St.JohnsRoad,1055,1
2,Engineer,12.9776276446,77.6525688171,NewThippasandra,928,11
2,Engineer,12.9737802491,77.5868225098,Gavipuram,805,11
2,Engineer,13.0206140544,77.5499153137,MahalakshmiLayout,706,10
2,Engineer,12.963994214,77.603302002,RichmondTown,1084,1
2,Engineer,12.9759548712,77.6901626587,Doddanekundi,868,11
2,Engineer,13.1644052736,77.4862289429,Hesaraghatta,912,11
2,Engineer,12.9754216724,77.6037955284,ChurchStreet,1024,1
2,Engineer,12.9971773483,77.5873160362,PalaceCrossRoad,654,10
2,Engineer,12.9737802491,77.5868225098,St.ThomasTown,747,10
2,Engineer,12.9830640803,77.6071643829,CommercialStreet,619,10
2,Engineer,12.9386491044,77.5232219696,Nayandahalli,1056,1
2,Engineer,12.9570517506,77.6347160339,Agaram,936,1
2,Engineer,13.0602486102,77.6412391663,Kothanur,854,11
2,Engineer,12.9398202224,77.6299953461,Ejipura,978,1
2,Engineer,12.9872458729,77.6484918594,OldMadrasRoad,902,11
2,Engineer,12.9737802491,77.5868225098,HanumanthaNagar,876,11
2,Engineer,12.9199104693,77.5541210175,PadmanabhaNagar,702,10
2,Engineer,12.8906076212,77.5986242294,ArakereGate,853,11
2,Engineer,12.9737802491,77.5868225098,Ramanagaram,768,11
2,Engineer,12.9615999224,77.6153826714,RaceCourseRoad,1066,1
2,Engineer,13.0818191778,77.5581550598,Vidyaranyapura,609,10
2,Engineer,13.1760637235,77.5624895096,Rajanukunte,666,10
2,Engineer,12.9928493647,77.5916290283,Vasanthanagar,865,11
2,Engineer,13.0027178935,77.6778030396,Krishnarajapuram,735,10
2,Engineer,12.9656670678,77.6033234596,RichmondRoad,823,11
2,Engineer,13.0085719201,77.5643348694,Malleswaram,988,1
2,Engineer,12.959226519,77.5697851181,Kumbalgodu,767,11
2,Engineer,12.9977418624,77.6199102402,CoxTown,725,10
2,Engineer,13.2466293486,77.7083587646,Devanhalli,1088,1
2,Engineer,13.0002089827,77.6329994202,Maruthisevanagar,939,1
2,Engineer,13.0622552541,77.6065635681,Byatarayanapura,861,11
2,Engineer,12.9723583704,77.6077651978,ResidencyRoad,614,10
2,Engineer,12.9737802491,77.5868225098,DoubleRoad,1093,1
2,Engineer,12.9737802491,77.5868225098,Bhoopasandra,805,11
2,Engineer,12.9833149898,77.6148033142,Ulsoor,647,10
2,Engineer,12.9566126124,77.5816297531,JCRoad,713,10
2,Engineer,12.9874967782,77.5911140442,MillersRoad,1076,1
2,Engineer,12.9217509333,77.6199531555,HosurRoad,1047,1
2,Engineer,12.9984109144,77.6148462296,FrazerTown,1069,1
2,Engineer,12.9737802491,77.5868225098,Nagawara,701,10
2,Engineer,12.9737802491,77.5868225098,Shampur,1066,1
2,Engineer,12.9619449528,77.5989031792,LangfordRoad,603,10
2,Engineer,12.9496072074,77.5188446045,ChandraLayout,699,10
2,Engineer,12.9961528566,77.6172065735,WheelersRoad,680,10
2,Engineer,12.9737802491,77.5868225098,KumaraParkWest,647,10
2,Engineer,13.0115825085,77.5102615356,Viswaneedam,902,11
2,Engineer,13.0209485498,77.5967788696,RTNagar,1084,1
2,Engineer,12.9080307849,77.6287078857,Bommanahalli,1080,1
2,Engineer,12.9737802491,77.5868225098,MuseumRoad,796,11
2,Engineer,13.0346624715,77.516784668,PeenyaIndustrialArea,1030,1
2,Engineer,12.9936856959,77.692565918,Mahadevapura,774,11
2,Engineer,12.9798858708,77.6067352295,MainGuardCrossRoad,947,1
2,Engineer,12.9724211005,77.5982272625,WaltonRoad,1091,1
2,Engineer,12.899497142,77.5820159912,Puttenahalli,1040,1
2,Engineer,12.9707692023,77.57188797,Chickpet,926,11
2,Engineer,13.0069829837,77.592959404,JCNagar,1029,1
2,Engineer,12.9737802491,77.5868225098,CubbonPark,704,10
2,Engineer,12.8834330247,77.564163208,Konanakunte,646,10
2,Engineer,12.9543750866,77.7011489868,Marathahalli,1046,1
2,Engineer,13.0257986821,77.5670814514,Mathikere,676,10
2,Engineer,12.9215836189,77.6280212402,Madivala,779,11
2,Engineer,12.9648306423,77.661151886,JeevanbheemaNagar,864,11
2,Engineer,12.9324588181,77.5818443298,Jayanagar,739,10
2,Engineer,12.9729438509,77.6393508911,Indiranagar,643,10
2,Engineer,12.9127157983,77.510175705,RajaRajeshwariNagar,622,10
2,Engineer,13.0273038762,77.6271629333,HBRLayout,761,10
2,Engineer,13.0535596792,77.5420188904,Jalahalli,675,10
2,Engineer,12.9737802491,77.5868225098,BangaloreCBD,848,11
2,Engineer,12.9737802491,77.5868225098,MissionRoad,890,11
2,Engineer,13.032153884,77.6226997375,ArabicCollege,735,10
2,Engineer,13.2116624326,77.6461315155,Sadahalli,666,10
2,Engineer,12.9794676823,77.7241516113,Whitefield,1084,1
2,Engineer,12.9147236343,77.6163482666,BTMLayout,820,11
2,Engineer,12.9861586136,77.5530052185,Rajajinagar,666,10
2,Engineer,13.0781406098,77.5960922241,Jakkur,630,10
2,Engineer,12.8333933969,77.5887107849,BannerghattaRoad,1029,1
2,Engineer,12.9881658579,77.5873374939,Seshadripuram,1088,1
2,Engineer,12.9885840317,77.6048469543,Shivajinagar,1088,1
2,Engineer,12.9443373401,77.6002120972,WilsonGarden,964,1
2,Engineer,12.9297818899,77.6214981079,Koramangala,1047,1
2,Engineer,13.0266349022,77.6356601715,Kammanahalli,887,11
2,Engineer,13.0353314238,77.5988388062,Hebbal,973,1
2,Engineer,13.0166000747,77.5212478638,Laggere,866,11
2,Engineer,12.9488543761,77.5457954407,Banashankari,949,1
2,Engineer,12.945341133,77.5023651123,JnanaBharathi,822,11
2,Engineer,12.995191085,77.5447654724,Basaveshwaranagar,988,1
2,Engineer,12.9647469996,77.7232933044,Brookefield,690,10
2,Engineer,12.9737802491,77.5868225098,SanjeeviniNagar,821,11
2,Engineer,12.9976164149,77.6039886475,BensonTown,1040,1
2,Engineer,12.9297400627,77.5709867477,Basavangudi,995,1
2,Engineer,13.0292271666,77.5456237793,Yeshwanthpur,812,11
2,Engineer,12.9583482495,77.6679754257,Vimanapura,696,10
2,Engineer,13.1018831282,77.599697113,Yelahanka,981,1
2,Engineer,12.9475996521,77.606306076,Adugodi,635,10
2,Engineer,13.0010452891,77.7262973785,Kadugodi,639,10
2,Engineer,13.03733827,77.6517105103,Hennur,764,10
2,Engineer,12.9060228951,77.5597000122,KumaraswamyLayout,1035,1
2,Engineer,12.9890022048,77.5219345093,Kamakshipalya,785,11
2,Engineer,12.905813739,77.6628255844,HaralurRoad,1029,1
2,Engineer,13.0181889494,77.6450157166,Banaswadi,960,1
3,Designer,13.0254223821,77.6407241821,KalyanNagar,410,10
3,Designer,13.0045159307,77.5982379913,Jayamahal,524,10
3,Designer,12.9253481646,77.4841690063,Kengeri,714,11
3,Designer,12.9737802491,77.5948905945,KasturbaRoad,570,11
3,Designer,12.9821858949,77.5864362717,KumaraParkEast,853,1
3,Designer,13.1393732508,77.5690984726,DoddaballapuraMainRoad,513,10
3,Designer,12.9318732425,77.5670814514,Thyagarajanagar,539,10
3,Designer,12.5451801735,77.4165344238,Kanakapura,530,10
3,Designer,12.97217018,77.5766944885,BVKIyengarRoad,851,1
3,Designer,12.9709364837,77.5320625305,Vijayanagar,889,1
3,Designer,12.9595192748,77.5933027267,K.HRoad,773,1
3,Designer,12.95688446,77.704668045,VarthurRoad,622,11
3,Designer,12.9889185703,77.5822520256,CrescentRoad,880,1
3,Designer,12.8578705482,77.7862930298,Sarjapur,800,1
3,Designer,13.0085301061,77.6304674149,Lingarajapuram,848,1
3,Designer,12.9747421035,77.6011991501,St.MarksRoad,492,10
3,Designer,12.9737802491,77.6434707642,HAL2ndStage,674,11
3,Designer,12.9606066506,77.5814151764,Kalasipalyam,556,10
3,Designer,12.9744493656,77.5778532028,KempegowdaRoad,542,10
3,Designer,13.0105789831,77.5827884674,Sadhashivnagar,431,10
3,Designer,12.9737802491,77.5868225098,AshokNagar,684,11
3,Designer,12.8988278244,77.5406455994,Subramanyapura,787,1
3,Designer,12.9682599689,77.5963068008,LavelleRoad,614,11
3,Designer,12.9781712935,77.6153182983,DickensonRoad,853,1
3,Designer,12.9617672099,77.6145994663,AustinTown,488,10
3,Designer,13.0417699978,77.5734329224,Nagashettyhalli,474,10
3,Designer,12.9737802491,77.5868225098,CookeTown,706,11
3,Designer,12.9737802491,77.5868225098,Kaggalipura,430,10
3,Designer,12.9876640483,77.5651931763,Srirampuram,788,1
3,Designer,12.903178357,77.7114486694,Carmelram,730,11
3,Designer,12.9662525639,77.6259613037,AirportRoad,710,11
3,Designer,12.9737802491,77.5868225098,Bidadi,896,1
3,Designer,12.9534549766,77.6199531555,Viveknagar,569,11
3,Designer,12.9653115873,77.6176357269,VictoriaRoad,651,11
3,Designer,13.0503823736,77.5123214722,Dasarahalli,892,1
3,Designer,12.98640952,77.59557724,CunninghamRoad,486,10
3,Designer,12.9741984471,77.5787115097,K.GCircle,679,11
3,Designer,12.9133850788,77.5876808167,JPNagar,817,1
3,Designer,12.9703928189,77.6110696793,MagrathRoad,650,11
3,Designer,12.9112099107,77.6348876953,HSRLayout,792,1
3,Designer,13.0349551383,77.5296163559,TumkurRoad,589,11
3,Designer,12.946010326,77.5767588615,KanakapuraMainRoad,457,10
