id,job,place,lat,lng,supplydemand,cost
1,Tester,NewThippasandra,12.9776276446,77.6525688171,11,651
1,Tester,Gavipuram,12.9737802491,77.5868225098,10,649
1,Tester,MahalakshmiLayout,13.0206140544,77.5499153137,1,834
1,Tester,RichmondTown,12.963994214,77.603302002,10,632
1,Tester,Doddanekundi,12.9759548712,77.6901626587,1,950
1,Tester,Hesaraghatta,13.1644052736,77.4862289429,10,594
1,Tester,ChurchStreet,12.9754216724,77.6037955284,1,874
1,Tester,PalaceCrossRoad,12.9971773483,77.5873160362,10,564
1,Tester,St.ThomasTown,12.9737802491,77.5868225098,1,821
1,Tester,CommercialStreet,12.9830640803,77.6071643829,1,916
1,Tester,Nayandahalli,12.9386491044,77.5232219696,10,530
1,Tester,Agaram,12.9570517506,77.6347160339,1,863
1,Tester,Kothanur,13.0602486102,77.6412391663,1,881
1,Tester,Ejipura,12.9398202224,77.6299953461,1,866
1,Tester,OldMadrasRoad,12.9872458729,77.6484918594,10,607
1,Tester,HanumanthaNagar,12.9737802491,77.5868225098,10,572
1,Tester,PadmanabhaNagar,12.9199104693,77.5541210175,1,919
1,Tester,ArakereGate,12.8906076212,77.5986242294,11,749
1,Tester,Ramanagaram,12.9737802491,77.5868225098,10,580
1,Tester,RaceCourseRoad,12.9615999224,77.6153826714,1,810
1,Tester,Vidyaranyapura,13.0818191778,77.5581550598,10,506
1,Tester,Rajanukunte,13.1760637235,77.5624895096,10,580
1,Tester,Vasanthanagar,12.9928493647,77.5916290283,1,886
1,Tester,Krishnarajapuram,13.0027178935,77.6778030396,10,550
1,Tester,RichmondRoad,12.9656670678,77.6033234596,1,917
1,Tester,Malleswaram,13.0085719201,77.5643348694,10,642
1,Tester,Kumbalgodu,12.959226519,77.5697851181,11,679
1,Tester,CoxTown,12.9977418624,77.6199102402,1,900
1,Tester,Devanhalli,13.2466293486,77.7083587646,11,727
1,Tester,Maruthisevanagar,13.0002089827,77.6329994202,10,578
1,Tester,Byatarayanapura,13.0622552541,77.6065635681,11,749
1,Tester,ResidencyRoad,12.9723583704,77.6077651978,11,658
1,Tester,DoubleRoad,12.9737802491,77.5868225098,11,743
1,Tester,Bhoopasandra,12.9737802491,77.5868225098,10,530
1,Tester,Ulsoor,12.9833149898,77.6148033142,11,774
1,Tester,JCRoad,12.9566126124,77.5816297531,10,524
1,Tester,MillersRoad,12.9874967782,77.5911140442,10,531
1,Tester,HosurRoad,12.9217509333,77.6199531555,10,538
1,Tester,FrazerTown,12.9984109144,77.6148462296,1,851
1,Tester,Nagawara,12.9737802491,77.5868225098,10,510
1,Tester,Shampur,12.9737802491,77.5868225098,10,504
1,Tester,LangfordRoad,12.9619449528,77.5989031792,10,553
1,Tester,ChandraLayout,12.9496072074,77.5188446045,10,608
1,Tester,WheelersRoad,12.9961528566,77.6172065735,11,746
1,Tester,KumaraParkWest,12.9737802491,77.5868225098,1,910
1,Tester,Viswaneedam,13.0115825085,77.5102615356,1,919
1,Tester,RTNagar,13.0209485498,77.5967788696,1,935
1,Tester,Bommanahalli,12.9080307849,77.6287078857,11,668
1,Tester,MuseumRoad,12.9737802491,77.5868225098,11,785
1,Tester,PeenyaIndustrialArea,13.0346624715,77.516784668,11,744
1,Tester,Mahadevapura,12.9936856959,77.692565918,11,752
1,Tester,MainGuardCrossRoad,12.9798858708,77.6067352295,10,503
1,Tester,WaltonRoad,12.9724211005,77.5982272625,10,615
1,Tester,Puttenahalli,12.899497142,77.5820159912,1,888
1,Tester,Chickpet,12.9707692023,77.57188797,11,678
1,Tester,JCNagar,13.0069829837,77.592959404,1,898
1,Tester,CubbonPark,12.9737802491,77.5868225098,1,858
1,Tester,Konanakunte,12.8834330247,77.564163208,10,607
1,Tester,Marathahalli,12.9543750866,77.7011489868,10,569
1,Tester,Mathikere,13.0257986821,77.5670814514,1,933
1,Tester,Madivala,12.9215836189,77.6280212402,11,738
1,Tester,JeevanbheemaNagar,12.9648306423,77.661151886,10,591
1,Tester,Jayanagar,12.9324588181,77.5818443298,10,584
1,Tester,Indiranagar,12.9729438509,77.6393508911,10,517
1,Tester,RajaRajeshwariNagar,12.9127157983,77.510175705,10,527
1,Tester,HBRLayout,13.0273038762,77.6271629333,1,803
1,Tester,Jalahalli,13.0535596792,77.5420188904,10,643
1,Tester,BangaloreCBD,12.9737802491,77.5868225098,10,575
1,Tester,MissionRoad,12.9737802491,77.5868225098,1,864
1,Tester,ArabicCollege,13.032153884,77.6226997375,1,841
1,Tester,Sadahalli,13.2116624326,77.6461315155,11,765
1,Tester,Whitefield,12.9794676823,77.7241516113,10,594
1,Tester,BTMLayout,12.9147236343,77.6163482666,10,558
1,Tester,Rajajinagar,12.9861586136,77.5530052185,11,695
1,Tester,Jakkur,13.0781406098,77.5960922241,11,722
1,Tester,BannerghattaRoad,12.8333933969,77.5887107849,10,538
1,Tester,Seshadripuram,12.9881658579,77.5873374939,1,883
1,Tester,Shivajinagar,12.9885840317,77.6048469543,1,880
1,Tester,WilsonGarden,12.9443373401,77.6002120972,1,921
1,Tester,Koramangala,12.9297818899,77.6214981079,1,859
1,Tester,Kammanahalli,13.0266349022,77.6356601715,11,657
1,Tester,Hebbal,13.0353314238,77.5988388062,10,541
1,Tester,Laggere,13.0166000747,77.5212478638,1,916
1,Tester,Banashankari,12.9488543761,77.5457954407,11,736
1,Tester,JnanaBharathi,12.945341133,77.5023651123,11,759
1,Tester,Basaveshwaranagar,12.995191085,77.5447654724,10,504
1,Tester,Brookefield,12.9647469996,77.7232933044,1,862
1,Tester,SanjeeviniNagar,12.9737802491,77.5868225098,10,511
1,Tester,BensonTown,12.9976164149,77.6039886475,10,559
1,Tester,Basavangudi,12.9297400627,77.5709867477,10,545
1,Tester,Yeshwanthpur,13.0292271666,77.5456237793,11,779
1,Tester,Vimanapura,12.9583482495,77.6679754257,10,559
1,Tester,Yelahanka,13.1018831282,77.599697113,11,786
1,Tester,Adugodi,12.9475996521,77.606306076,11,688
1,Tester,Kadugodi,13.0010452891,77.7262973785,1,831
1,Tester,Hennur,13.03733827,77.6517105103,1,811
1,Tester,KumaraswamyLayout,12.9060228951,77.5597000122,10,608
1,Tester,Kamakshipalya,12.9890022048,77.5219345093,1,803
1,Tester,HaralurRoad,12.905813739,77.6628255844,1,874
1,Tester,Banaswadi,13.0181889494,77.6450157166,1,922
2,Engineer,KalyanNagar,13.0254223821,77.6407241821,10,756
2,Engineer,Jayamahal,13.0045159307,77.5982379913,1,1003
2,Engineer,Kengeri,12.9253481646,77.4841690063,11,814
2,Engineer,KasturbaRoad,12.9737802491,77.5948905945,10,682
2,Engineer,KumaraParkEast,12.9821858949,77.5864362717,1,958
2,Engineer,DoddaballapuraMainRoad,13.1393732508,77.5690984726,1,987
2,Engineer,Thyagarajanagar,12.9318732425,77.5670814514,11,806
2,Engineer,Kanakapura,12.5451801735,77.4165344238,11,929
2,Engineer,BVKIyengarRoad,12.97217018,77.5766944885,11,927
2,Engineer,Vijayanagar,12.9709364837,77.5320625305,10,647
2,Engineer,K.HRoad,12.9595192748,77.5933027267,11,907
2,Engineer,VarthurRoad,12.95688446,77.704668045,10,721
2,Engineer,CrescentRoad,12.9889185703,77.5822520256,11,849
2,Engineer,Sarjapur,12.8578705482,77.7862930298,1,1076
2,Engineer,Lingarajapuram,13.0085301061,77.6304674149,1,1054
2,Engineer,St.MarksRoad,12.9747421035,77.6011991501,10,703
2,Engineer,HAL2ndStage,12.9737802491,77.6434707642,10,744
2,Engineer,Kalasipalyam,12.9606066506,77.5814151764,11,814
2,Engineer,KempegowdaRoad,12.9744493656,77.5778532028,11,844
2,Engineer,Sadhashivnagar,13.0105789831,77.5827884674,1,998
2,Engineer,AshokNagar,12.9737802491,77.5868225098,1,1066
2,Engineer,Subramanyapura,12.8988278244,77.5406455994,1,1021
2,Engineer,LavelleRoad,12.9682599689,77.5963068008,11,801
2,Engineer,DickensonRoad,12.9781712935,77.6153182983,1,1097
2,Engineer,AustinTown,12.9617672099,77.6145994663,10,658
2,Engineer,Nagashettyhalli,13.0417699978,77.5734329224,10,709
2,Engineer,CookeTown,12.9737802491,77.5868225098,11,782
2,Engineer,Kaggalipura,12.9737802491,77.5868225098,1,951
2,Engineer,Srirampuram,12.9876640483,77.5651931763,1,1077
2,Engineer,Carmelram,12.903178357,77.7114486694,10,648
2,Engineer,AirportRoad,12.9662525639,77.6259613037,10,602
2,Engineer,Bidadi,12.9737802491,77.5868225098,10,614
2,Engineer,Viveknagar,12.9534549766,77.6199531555,10,655
2,Engineer,VictoriaRoad,12.9653115873,77.6176357269,1,1083
2,Engineer,Dasarahalli,13.0503823736,77.5123214722,1,1054
2,Engineer,CunninghamRoad,12.98640952,77.59557724,1,1009
2,Engineer,K.GCircle,12.9741984471,77.5787115097,10,616
2,Engineer,JPNagar,12.9133850788,77.5876808167,10,609
2,Engineer,MagrathRoad,12.9703928189,77.6110696793,10,649
2,Engineer,HSRLayout,12.9112099107,77.6348876953,11,860
2,Engineer,TumkurRoad,13.0349551383,77.5296163559,10,740
2,Engineer,KanakapuraMainRoad,12.946010326,77.5767588615,11,860
2,Engineer,Sultanpalya,13.0223701502,77.602250576,11,817
2,Engineer,MysoreRoad,12.9737802491,77.5868225098,10,624
2,Engineer,VittalMallyaRoad,12.9692218447,77.5951051712,1,999
2,Engineer,Kadubeesanahalli,12.9391091871,77.696814537,11,785
2,Engineer,Bilekahalli,12.8974055185,77.6106834412,11,802
2,Engineer,Chikkabanavara,13.0761340949,77.5078582764,10,725
2,Engineer,BalajiNagar,12.9261010669,77.6083660126,1,1064
2,Engineer,HAL3rdStage,12.9684272519,77.6544570923,11,885
2,Engineer,Nagasandra,13.0390942471,77.4902629852,10,709
2,Engineer,InfantryRoad,12.9804295147,77.6042890549,1,964
2,Engineer,ElectronicCity,12.8442724252,77.6700782776,10,657
2,Engineer,BangaloreUniversity,12.9543750866,77.509059906,11,844
2,Engineer,Vyalikaval,13.0022161134,77.5744628906,10,604
2,Engineer,Domlur,12.9635759988,77.6371192932,11,772
2,Engineer,SankeyRoad,13.0056449241,77.5802135468,10,686
2,Engineer,SahakaraNagar,13.0646381226,77.5862216949,1,955
2,Engineer,RMV2ndStage,13.0405157433,77.5658798218,1,954
2,Engineer,DollarsColony,13.0381326422,77.5624895096,1,995
2,Engineer,HALAirportRoad,12.9597283859,77.655916214,1,1033
2,Engineer,QueensRoad,12.9812240692,77.5973796844,11,861
2,Engineer,Kathriguppe,12.9300328532,77.5577259064,10,650
2,Engineer,TanneryRoad,12.9737802491,77.5868225098,1,1064
2,Engineer,NewBELRoad,13.0264676584,77.5717163086,11,802
2,Engineer,CVRamanNagar,12.9844858977,77.661151886,1,1087
2,Engineer,Hoskote,13.070365274,77.7888679504,1,1011
2,Engineer,Virgonagar,13.03733827,77.7303314209,11,821
2,Engineer,Sanjaynagar,13.0383416871,77.582359314,11,892
2,Engineer,Gandhinagar,12.9824786237,77.5768661499,11,897
2,Engineer,DispensaryRoad,12.957783646,77.576469183,11,823
2,Engineer,GangaNagar,13.0215339157,77.5881099701,1,1025
2,Engineer,DJHalli,12.9737802491,77.5868225098,1,977
2,Engineer,K.GNagar,12.9737802491,77.5868225098,10,627
2,Engineer,Rajkunte,13.2967523618,77.5511169434,1,951
2,Engineer,KumaraKrupa,12.9737802491,77.5868225098,1,1006
2,Engineer,Chamarajpet,12.9737802491,77.5868225098,1,997
2,Engineer,HRBRLayout,13.0160983226,77.6466464996,11,888
2,Engineer,K.RMarket,12.9643287856,77.5783038139,10,620
2,Engineer,VVPuram,12.9522002758,77.5777244568,11,786
2,Engineer,Murugeshpalya,12.9601466076,77.657289505,1,1036
2,Engineer,Nagarbhavi,12.9721074498,77.5142097473,11,866
2,Engineer,BrigadeRoad,12.9745748248,77.6076793671,11,909
2,Engineer,M.GRoad,12.9743657261,77.6130008698,11,912
2,Engineer,PalaceGuttahalli,12.9960274083,77.5748920441,10,653
2,Engineer,NandidurgaRoad,12.9996026588,77.6000833511,10,689
2,Engineer,Bellandur,12.9267703115,77.6498222351,11,790
2,Engineer,LangfordGardens,12.9629904963,77.5998687744,11,820
2,Engineer,Shanthinagar,12.9543750866,77.5979804993,11,813
2,Engineer,KasturiNagar,13.0058958108,77.6576328278,11,885
2,Engineer,Kodihalli,12.9604811844,77.6465606689,1,998
2,Engineer,HaudinRoad,12.9737802491,77.5868225098,1,1004
2,Engineer,KRRoad,12.9319987231,77.5737333298,1,1065
2,Engineer,St.JohnsRoad,12.9813077064,77.6117134094,11,852
2,Engineer,NewThippasandra,12.9776276446,77.6525688171,1,1098
2,Engineer,Gavipuram,12.9737802491,77.5868225098,1,976
2,Engineer,MahalakshmiLayout,13.0206140544,77.5499153137,1,981
2,Engineer,RichmondTown,12.963994214,77.603302002,11,929
2,Engineer,Doddanekundi,12.9759548712,77.6901626587,11,771
2,Engineer,Hesaraghatta,13.1644052736,77.4862289429,10,734
2,Engineer,ChurchStreet,12.9754216724,77.6037955284,1,1082
2,Engineer,PalaceCrossRoad,12.9971773483,77.5873160362,10,704
2,Engineer,St.ThomasTown,12.9737802491,77.5868225098,10,700
2,Engineer,CommercialStreet,12.9830640803,77.6071643829,10,721
2,Engineer,Nayandahalli,12.9386491044,77.5232219696,1,1088
2,Engineer,Agaram,12.9570517506,77.6347160339,11,799
2,Engineer,Kothanur,13.0602486102,77.6412391663,11,876
2,Engineer,Ejipura,12.9398202224,77.6299953461,11,827
2,Engineer,OldMadrasRoad,12.9872458729,77.6484918594,1,1042
2,Engineer,HanumanthaNagar,12.9737802491,77.5868225098,1,966
2,Engineer,PadmanabhaNagar,12.9199104693,77.5541210175,10,680
2,Engineer,ArakereGate,12.8906076212,77.5986242294,1,937
2,Engineer,Ramanagaram,12.9737802491,77.5868225098,10,665
2,Engineer,RaceCourseRoad,12.9615999224,77.6153826714,10,639
2,Engineer,Vidyaranyapura,13.0818191778,77.5581550598,11,820
2,Engineer,Rajanukunte,13.1760637235,77.5624895096,1,999
2,Engineer,Vasanthanagar,12.9928493647,77.5916290283,10,762
2,Engineer,Krishnarajapuram,13.0027178935,77.6778030396,1,1025
2,Engineer,RichmondRoad,12.9656670678,77.6033234596,1,962
2,Engineer,Malleswaram,13.0085719201,77.5643348694,1,1058
2,Engineer,Kumbalgodu,12.959226519,77.5697851181,11,873
2,Engineer,CoxTown,12.9977418624,77.6199102402,10,634
2,Engineer,Devanhalli,13.2466293486,77.7083587646,10,642
2,Engineer,Maruthisevanagar,13.0002089827,77.6329994202,11,837
2,Engineer,Byatarayanapura,13.0622552541,77.6065635681,11,891
2,Engineer,ResidencyRoad,12.9723583704,77.6077651978,1,1076
2,Engineer,DoubleRoad,12.9737802491,77.5868225098,10,609
2,Engineer,Bhoopasandra,12.9737802491,77.5868225098,10,729
2,Engineer,Ulsoor,12.9833149898,77.6148033142,11,808
2,Engineer,JCRoad,12.9566126124,77.5816297531,10,746
2,Engineer,MillersRoad,12.9874967782,77.5911140442,11,793
2,Engineer,HosurRoad,12.9217509333,77.6199531555,1,978
2,Engineer,FrazerTown,12.9984109144,77.6148462296,1,1024
2,Engineer,Nagawara,12.9737802491,77.5868225098,10,696
2,Engineer,Shampur,12.9737802491,77.5868225098,1,954
2,Engineer,LangfordRoad,12.9619449528,77.5989031792,1,1039
2,Engineer,ChandraLayout,12.9496072074,77.5188446045,11,780
2,Engineer,WheelersRoad,12.9961528566,77.6172065735,1,1037
2,Engineer,KumaraParkWest,12.9737802491,77.5868225098,10,753
2,Engineer,Viswaneedam,13.0115825085,77.5102615356,11,780
2,Engineer,RTNagar,13.0209485498,77.5967788696,10,697
2,Engineer,Bommanahalli,12.9080307849,77.6287078857,11,822
2,Engineer,MuseumRoad,12.9737802491,77.5868225098,11,774
2,Engineer,PeenyaIndustrialArea,13.0346624715,77.516784668,10,625
2,Engineer,Mahadevapura,12.9936856959,77.692565918,1,1019
2,Engineer,MainGuardCrossRoad,12.9798858708,77.6067352295,1,999
2,Engineer,WaltonRoad,12.9724211005,77.5982272625,10,636
2,Engineer,Puttenahalli,12.899497142,77.5820159912,1,946
2,Engineer,Chickpet,12.9707692023,77.57188797,1,1085
2,Engineer,JCNagar,13.0069829837,77.592959404,1,962
2,Engineer,CubbonPark,12.9737802491,77.5868225098,11,843
2,Engineer,Konanakunte,12.8834330247,77.564163208,11,846
2,Engineer,Marathahalli,12.9543750866,77.7011489868,10,704
2,Engineer,Mathikere,13.0257986821,77.5670814514,11,892
2,Engineer,Madivala,12.9215836189,77.6280212402,10,672
2,Engineer,JeevanbheemaNagar,12.9648306423,77.661151886,1,1099
2,Engineer,Jayanagar,12.9324588181,77.5818443298,11,846
2,Engineer,Indiranagar,12.9729438509,77.6393508911,10,664
2,Engineer,RajaRajeshwariNagar,12.9127157983,77.510175705,11,864
2,Engineer,HBRLayout,13.0273038762,77.6271629333,1,1084
2,Engineer,Jalahalli,13.0535596792,77.5420188904,10,620
2,Engineer,BangaloreCBD,12.9737802491,77.5868225098,10,700
2,Engineer,MissionRoad,12.9737802491,77.5868225098,11,794
2,Engineer,ArabicCollege,13.032153884,77.6226997375,10,662
2,Engineer,Sadahalli,13.2116624326,77.6461315155,10,643
2,Engineer,Whitefield,12.9794676823,77.7241516113,1,1016
2,Engineer,BTMLayout,12.9147236343,77.6163482666,11,897
2,Engineer,Rajajinagar,12.9861586136,77.5530052185,11,783
2,Engineer,Jakkur,13.0781406098,77.5960922241,10,606
2,Engineer,BannerghattaRoad,12.8333933969,77.5887107849,1,1051
2,Engineer,Seshadripuram,12.9881658579,77.5873374939,10,762
2,Engineer,Shivajinagar,12.9885840317,77.6048469543,10,713
2,Engineer,WilsonGarden,12.9443373401,77.6002120972,11,790
2,Engineer,Koramangala,12.9297818899,77.6214981079,11,815
2,Engineer,Kammanahalli,13.0266349022,77.6356601715,1,987
2,Engineer,Hebbal,13.0353314238,77.5988388062,11,913
2,Engineer,Laggere,13.0166000747,77.5212478638,10,662
2,Engineer,Banashankari,12.9488543761,77.5457954407,11,819
2,Engineer,JnanaBharathi,12.945341133,77.5023651123,10,615
2,Engineer,Basaveshwaranagar,12.995191085,77.5447654724,1,1000
2,Engineer,Brookefield,12.9647469996,77.7232933044,1,1001
2,Engineer,SanjeeviniNagar,12.9737802491,77.5868225098,1,1086
2,Engineer,BensonTown,12.9976164149,77.6039886475,11,792
2,Engineer,Basavangudi,12.9297400627,77.5709867477,10,604
2,Engineer,Yeshwanthpur,13.0292271666,77.5456237793,11,822
2,Engineer,Vimanapura,12.9583482495,77.6679754257,1,1009
2,Engineer,Yelahanka,13.1018831282,77.599697113,10,671
2,Engineer,Adugodi,12.9475996521,77.606306076,10,707
2,Engineer,Kadugodi,13.0010452891,77.7262973785,10,632
2,Engineer,Hennur,13.03733827,77.6517105103,11,821
2,Engineer,KumaraswamyLayout,12.9060228951,77.5597000122,10,744
2,Engineer,Kamakshipalya,12.9890022048,77.5219345093,1,1036
2,Engineer,HaralurRoad,12.905813739,77.6628255844,1,1052
2,Engineer,Banaswadi,13.0181889494,77.6450157166,1,1027
3,Designer,KalyanNagar,13.0254223821,77.6407241821,1,808
3,Designer,Jayamahal,13.0045159307,77.5982379913,10,554
3,Designer,Kengeri,12.9253481646,77.4841690063,11,682
3,Designer,KasturbaRoad,12.9737802491,77.5948905945,11,681
3,Designer,KumaraParkEast,12.9821858949,77.5864362717,11,617
3,Designer,DoddaballapuraMainRoad,13.1393732508,77.5690984726,1,861
3,Designer,Thyagarajanagar,12.9318732425,77.5670814514,1,844
3,Designer,Kanakapura,12.5451801735,77.4165344238,1,776
3,Designer,BVKIyengarRoad,12.97217018,77.5766944885,10,505
3,Designer,Vijayanagar,12.9709364837,77.5320625305,10,452
3,Designer,K.HRoad,12.9595192748,77.5933027267,1,803
3,Designer,VarthurRoad,12.95688446,77.704668045,10,449
3,Designer,CrescentRoad,12.9889185703,77.5822520256,1,854
3,Designer,Sarjapur,12.8578705482,77.7862930298,1,740
3,Designer,Lingarajapuram,13.0085301061,77.6304674149,1,735
3,Designer,St.MarksRoad,12.9747421035,77.6011991501,10,564
3,Designer,HAL2ndStage,12.9737802491,77.6434707642,11,715
3,Designer,Kalasipalyam,12.9606066506,77.5814151764,1,771
3,Designer,KempegowdaRoad,12.9744493656,77.5778532028,10,525
3,Designer,Sadhashivnagar,13.0105789831,77.5827884674,10,470
3,Designer,AshokNagar,12.9737802491,77.5868225098,1,805
3,Designer,Subramanyapura,12.8988278244,77.5406455994,1,737
3,Designer,LavelleRoad,12.9682599689,77.5963068008,11,658
3,Designer,DickensonRoad,12.9781712935,77.6153182983,1,797
3,Designer,AustinTown,12.9617672099,77.6145994663,10,527
3,Designer,Nagashettyhalli,13.0417699978,77.5734329224,11,663
3,Designer,CookeTown,12.9737802491,77.5868225098,11,660
3,Designer,Kaggalipura,12.9737802491,77.5868225098,1,800
3,Designer,Srirampuram,12.9876640483,77.5651931763,10,411
3,Designer,Carmelram,12.903178357,77.7114486694,10,507
3,Designer,AirportRoad,12.9662525639,77.6259613037,11,698
3,Designer,Bidadi,12.9737802491,77.5868225098,10,533
3,Designer,Viveknagar,12.9534549766,77.6199531555,10,461
3,Designer,VictoriaRoad,12.9653115873,77.6176357269,10,410
3,Designer,Dasarahalli,13.0503823736,77.5123214722,11,712
3,Designer,CunninghamRoad,12.98640952,77.59557724,1,838
3,Designer,K.GCircle,12.9741984471,77.5787115097,10,524
3,Designer,JPNagar,12.9133850788,77.5876808167,10,456
3,Designer,MagrathRoad,12.9703928189,77.6110696793,1,819
3,Designer,HSRLayout,12.9112099107,77.6348876953,1,765
3,Designer,TumkurRoad,13.0349551383,77.5296163559,11,622
3,Designer,KanakapuraMainRoad,12.946010326,77.5767588615,1,758
3,Designer,Sultanpalya,13.0223701502,77.602250576,11,709
